CreditScore,AppliedLoanAmount,Purpose,ProposedInterestRate,ProposedLoanAmount,ProposedLoanTerm
829,81000,Equipment Purchase,3.49,78000,24
701,34000,Emergency Personal Funds,5.08,30000,72
724,37000,Utility Payments,4.64,30000,12
673,44000,Utility Payments,5.52,38000,24
811,28000,Technology Upgrade,3.29,26000,12
774,9000,Startup Capital,3.71,8000,36
733,33000,Travel Costs,5.32,28000,60
782,93000,Childcare Expenses,2.55,87000,72
657,70000,Startup Capital,6.26,60000,12
816,53000,Childcare Expenses,2.93,42000,72
787,54000,Social Enterprise,2.89,48000,12
613,26000,Home Renovation,7.92,23000,48
770,69000,Home Renovation,3.27,61000,48
704,80000,Working Capital,4.62,72000,36
692,41000,Working Capital,5.53,35000,12
713,99000,Technology Upgrade,4.47,90000,12
640,70000,Marketing and Advertising,7.11,69000,36
661,42000,Business Expansion,6.06,34000,72
678,86000,Vehicle for Business Use,5.7,74000,60
721,76000,Utility Payments,4.45,63000,24
726,26000,Childcare Expenses,5.43,22000,60
790,6000,Working Capital,2.83,5000,12
673,78000,Technology Upgrade,6.86,71000,12
797,94000,Healthcare Expenses,3.78,92000,48
693,11000,Startup Capital,6.31,9000,36
819,68000,Travel Costs,2.98,61000,60
762,17000,Training and Development,3.36,14000,24
698,27000,Social Enterprise,6.52,22000,24
771,12000,Agriculture Expenses,3.91,11000,60
831,85000,Community Projects,3.45,78000,24
701,33000,Vehicle for Business Use,4.3,31000,60
654,53000,Debt Consolidation,6.14,50000,72
706,13000,Startup Capital,4.21,11000,24
738,38000,Startup Capital,5.32,37000,36
844,91000,Working Capital,3.12,77000,12
842,84000,Wedding Expenses,2.88,72000,60
689,86000,Healthcare Expenses,5.52,75000,72
636,73000,Technology Upgrade,8.85,64000,12
784,7000,Healthcare Expenses,3.4,5000,60
834,55000,Marketing and Advertising,3.92,50000,12
607,42000,Inventory Purchase,7.17,36000,24
625,55000,Technology Upgrade,8.95,44000,36
716,21000,Social Enterprise,4.68,19000,36
655,78000,Community Projects,6.78,75000,12
694,23000,Training and Development,6.49,19000,24
811,50000,Equipment Purchase,2.52,41000,24
806,15000,Healthcare Expenses,2.81,12000,48
609,66000,Childcare Expenses,8.56,61000,72
812,15000,Training and Development,3.31,14000,12
637,60000,Debt Consolidation,7.54,53000,72
844,7000,Travel Costs,3.53,5000,60
784,6000,Community Projects,3.3,5000,24
745,29000,Utility Payments,5.37,28000,24
653,65000,Training and Development,6.17,57000,24
661,59000,Healthcare Expenses,5.68,47000,60
724,67000,Business Expansion,4.47,60000,72
621,64000,Startup Capital,7.63,60000,12
607,87000,Travel Costs,7.27,80000,60
768,93000,Business Expansion,3.27,78000,48
743,14000,Technology Upgrade,4.73,13000,12
809,93000,Emergency Business Funds,3.65,88000,36
787,61000,Training and Development,3.65,55000,36
773,43000,Inventory Purchase,3.9,38000,12
609,89000,Community Projects,7.97,83000,12
805,56000,Marketing and Advertising,2.8,50000,36
740,9000,Community Projects,3.98,8000,36
826,59000,Technology Upgrade,2.92,53000,12
715,68000,Working Capital,4.55,64000,36
632,73000,Emergency Business Funds,7.58,65000,24
849,21000,Training and Development,3.75,20000,12
822,36000,Technology Upgrade,2.48,31000,36
613,13000,Startup Capital,7.46,12000,12
799,32000,Green Initiatives,3.48,28000,12
652,12000,Inventory Purchase,6.21,9000,12
837,38000,Equipment Purchase,2.81,34000,36
810,51000,Education Fees,3.95,49000,60
637,60000,Travel Costs,6.97,58000,72
616,48000,Community Projects,7.11,39000,12
791,90000,Wedding Expenses,3.63,72000,60
634,84000,Equipment Purchase,8.82,75000,12
672,91000,Equipment Purchase,6.78,81000,36
820,35000,Emergency Personal Funds,2.52,33000,60
677,21000,Vehicle for Business Use,6.51,19000,48
697,13000,Training and Development,6.63,11000,36
673,93000,Healthcare Expenses,6.32,89000,72
823,79000,Wedding Expenses,3.57,70000,72
644,74000,Travel Costs,8.84,60000,48
807,33000,Community Projects,2.57,26000,36
620,54000,Vehicle for Business Use,7.72,44000,72
720,95000,Green Initiatives,4.72,91000,36
620,90000,Training and Development,7.95,84000,36
653,17000,Social Enterprise,6.86,15000,24
842,26000,Technology Upgrade,3.63,25000,36
810,88000,Inventory Purchase,2.9,82000,24
695,51000,Business Expansion,6.64,40000,48
624,10000,Vehicle for Business Use,8.57,8000,60
799,33000,Home Renovation,3.06,29000,72
637,98000,Working Capital,8.71,95000,24
715,66000,Childcare Expenses,5.16,53000,60
692,34000,Working Capital,6.14,31000,36
656,86000,Emergency Business Funds,5.73,72000,36
839,28000,Travel Costs,3.88,22000,48
793,63000,Technology Upgrade,2.99,57000,12
620,12000,Community Projects,7.87,10000,36
717,55000,Training and Development,4.48,45000,12
727,98000,Equipment Purchase,5.32,85000,36
646,50000,Equipment Purchase,8.02,47000,36
844,67000,Emergency Business Funds,3.93,64000,36
623,74000,Travel Costs,7.5,65000,48
726,42000,Inventory Purchase,5.31,36000,12
707,62000,Startup Capital,4.86,51000,36
787,87000,Travel Costs,3.41,85000,60
798,16000,Technology Upgrade,3.86,13000,24
797,36000,Education Fees,3.65,29000,72
619,88000,Travel Costs,7.89,87000,60
653,68000,Training and Development,6.49,60000,36
725,82000,Training and Development,5.41,69000,12
677,86000,Marketing and Advertising,6.86,69000,12
643,17000,Training and Development,7.29,15000,24
687,22000,Emergency Business Funds,5.9,21000,36
799,62000,Green Initiatives,2.53,58000,24
653,8000,Technology Upgrade,6.89,7000,36
638,89000,Training and Development,8.61,87000,36
677,23000,Technology Upgrade,6.48,20000,24
826,49000,Community Projects,3.83,42000,12
656,92000,Emergency Personal Funds,6.76,89000,60
698,62000,Community Projects,6.15,50000,24
736,95000,Marketing and Advertising,4.17,91000,36
748,30000,Childcare Expenses,4.3,28000,60
647,62000,Utility Payments,7.31,54000,36
760,32000,Utility Payments,2.61,27000,24
845,85000,Childcare Expenses,3.83,84000,72
780,77000,Green Initiatives,3.81,76000,12
602,55000,Working Capital,7.33,52000,12
755,57000,Healthcare Expenses,3.56,54000,60
761,84000,Technology Upgrade,2.74,79000,12
814,11000,Healthcare Expenses,3.25,10000,48
688,58000,Agriculture Expenses,5.77,48000,72
767,81000,Training and Development,3.74,78000,24
786,68000,Utility Payments,3.63,63000,12
761,22000,Home Renovation,2.6,19000,48
779,51000,Community Projects,3.65,47000,36
836,87000,Childcare Expenses,3.06,86000,60
623,54000,Debt Consolidation,8.71,50000,72
840,33000,Technology Upgrade,3.47,28000,36
755,45000,Home Renovation,3.59,36000,60
683,64000,Emergency Business Funds,6.1,55000,12
748,21000,Healthcare Expenses,5.3,19000,72
707,99000,Inventory Purchase,5.3,87000,12
825,15000,Startup Capital,3.38,13000,24
837,37000,Social Enterprise,3.94,29000,36
703,23000,Green Initiatives,5.17,19000,12
715,82000,Social Enterprise,4.65,67000,24
654,15000,Marketing and Advertising,5.54,14000,24
783,63000,Training and Development,3.34,60000,12
609,20000,Emergency Personal Funds,9.0,16000,48
764,61000,Travel Costs,2.51,50000,48
612,76000,Marketing and Advertising,8.86,72000,24
777,17000,Equipment Purchase,3.82,16000,12
815,31000,Working Capital,2.84,25000,36
618,69000,Technology Upgrade,7.36,68000,24
778,38000,Emergency Business Funds,3.75,31000,36
693,23000,Startup Capital,6.56,21000,24
784,46000,Travel Costs,3.25,43000,48
809,64000,Startup Capital,2.47,57000,24
613,57000,Equipment Purchase,8.89,52000,24
679,64000,Social Enterprise,6.56,57000,12
711,14000,Wedding Expenses,5.33,12000,48
764,60000,Equipment Purchase,2.6,50000,36
790,43000,Training and Development,3.27,38000,12
773,53000,Marketing and Advertising,3.84,42000,24
681,95000,Training and Development,5.71,86000,12
727,28000,Equipment Purchase,4.66,26000,36
731,72000,Education Fees,5.32,67000,48
763,53000,Marketing and Advertising,2.95,46000,12
697,41000,Green Initiatives,5.8,39000,24
678,79000,Healthcare Expenses,5.48,68000,72
722,23000,Green Initiatives,4.2,21000,12
729,56000,Education Fees,5.39,46000,48
814,82000,Home Renovation,3.71,78000,60
838,13000,Social Enterprise,2.47,11000,12
745,80000,Debt Consolidation,5.36,72000,60
760,37000,Wedding Expenses,2.93,33000,72
709,38000,Emergency Business Funds,4.88,32000,24
706,39000,Technology Upgrade,4.99,35000,24
608,98000,Social Enterprise,7.45,85000,12
817,48000,Utility Payments,2.96,40000,12
732,91000,Education Fees,4.64,87000,72
823,69000,Travel Costs,3.21,64000,72
605,58000,Technology Upgrade,8.05,51000,12
678,20000,Wedding Expenses,5.47,17000,60
831,41000,Social Enterprise,3.64,38000,36
699,47000,Green Initiatives,6.15,43000,24
762,73000,Agriculture Expenses,3.03,72000,48
620,13000,Startup Capital,8.34,11000,24
600,81000,Emergency Personal Funds,8.4,65000,60
698,43000,Vehicle for Business Use,5.47,41000,48
620,60000,Wedding Expenses,7.06,50000,72
703,59000,Business Expansion,5.44,57000,72
637,19000,Working Capital,8.09,17000,24
671,81000,Emergency Personal Funds,6.41,70000,72
669,52000,Vehicle for Business Use,6.58,44000,72
755,22000,Travel Costs,2.92,21000,60
720,95000,Education Fees,5.18,92000,60
758,50000,Utility Payments,3.32,47000,12
818,39000,Utility Payments,3.89,36000,36
784,37000,Marketing and Advertising,3.72,33000,24
789,86000,Social Enterprise,2.9,85000,12
649,51000,Working Capital,8.59,41000,12
812,53000,Marketing and Advertising,3.53,48000,12
791,98000,Agriculture Expenses,3.92,94000,60
710,20000,Technology Upgrade,5.39,17000,36
606,57000,Debt Consolidation,7.95,48000,72
711,84000,Agriculture Expenses,5.13,81000,60
630,100000,Healthcare Expenses,7.34,89000,72
616,69000,Agriculture Expenses,7.66,64000,72
705,71000,Travel Costs,5.01,70000,60
798,65000,Agriculture Expenses,3.7,56000,60
675,74000,Healthcare Expenses,6.22,71000,60
691,9000,Debt Consolidation,6.93,8000,72
724,69000,Equipment Purchase,5.25,56000,12
682,7000,Equipment Purchase,6.87,6000,24
709,69000,Healthcare Expenses,4.21,55000,60
719,68000,Marketing and Advertising,5.41,63000,24
829,46000,Working Capital,3.89,43000,12
755,25000,Emergency Personal Funds,3.45,20000,48
672,91000,Emergency Personal Funds,5.7,82000,72
802,86000,Training and Development,3.31,72000,24
771,55000,Marketing and Advertising,3.84,52000,12
699,67000,Vehicle for Business Use,6.71,59000,72
818,80000,Healthcare Expenses,2.81,77000,72
630,11000,Utility Payments,8.57,10000,36
758,56000,Training and Development,3.21,52000,12
814,94000,Agriculture Expenses,3.19,84000,60
677,26000,Vehicle for Business Use,6.7,21000,48
764,15000,Social Enterprise,2.53,14000,36
757,77000,Working Capital,3.66,72000,12
752,17000,Education Fees,3.67,14000,60
793,89000,Education Fees,2.9,85000,60
665,95000,Travel Costs,6.19,76000,72
613,28000,Emergency Business Funds,7.31,27000,12
629,86000,Childcare Expenses,7.06,81000,72
802,57000,Community Projects,3.03,50000,12
786,10000,Home Renovation,2.58,8000,60
622,47000,Green Initiatives,8.61,43000,36
813,67000,Startup Capital,3.28,64000,12
678,40000,Technology Upgrade,5.86,38000,24
622,85000,Startup Capital,7.45,82000,36
762,23000,Emergency Personal Funds,2.96,22000,72
686,96000,Emergency Personal Funds,6.04,90000,60
710,10000,Equipment Purchase,3.96,9000,12
740,48000,Education Fees,4.32,39000,60
636,65000,Inventory Purchase,7.6,56000,12
755,34000,Startup Capital,3.26,29000,24
697,69000,Healthcare Expenses,6.02,60000,72
600,55000,Wedding Expenses,7.87,49000,48
631,59000,Equipment Purchase,8.81,56000,36
704,99000,Travel Costs,4.15,88000,48
792,55000,Technology Upgrade,2.72,51000,36
848,38000,Training and Development,3.03,37000,12
846,58000,Green Initiatives,2.73,52000,36
781,44000,Emergency Business Funds,2.99,41000,36
652,61000,Vehicle for Business Use,5.66,55000,60
779,26000,Inventory Purchase,3.8,21000,12
742,61000,Agriculture Expenses,4.92,52000,60
628,54000,Working Capital,7.83,44000,24
809,5000,Debt Consolidation,2.73,4000,60
726,10000,Business Expansion,4.32,8000,60
772,24000,Home Renovation,2.62,19000,48
749,86000,Agriculture Expenses,4.22,74000,72
637,56000,Technology Upgrade,8.19,50000,12
698,42000,Working Capital,6.74,38000,36
763,33000,Marketing and Advertising,3.87,28000,24
677,80000,Healthcare Expenses,6.18,78000,72
676,9000,Marketing and Advertising,5.65,8000,12
625,39000,Debt Consolidation,7.41,33000,72
656,78000,Debt Consolidation,6.56,68000,48
620,61000,Working Capital,7.54,57000,12
691,20000,Technology Upgrade,5.98,17000,24
644,58000,Inventory Purchase,7.16,50000,12
773,79000,Home Renovation,3.11,78000,72
813,43000,Utility Payments,3.29,38000,24
824,32000,Education Fees,3.68,27000,60
751,93000,Emergency Business Funds,3.71,89000,36
607,37000,Social Enterprise,8.4,33000,36
800,96000,Social Enterprise,3.59,80000,12
749,14000,Technology Upgrade,5.12,12000,36
634,38000,Emergency Personal Funds,8.77,32000,48
797,37000,Equipment Purchase,3.32,31000,36
627,77000,Debt Consolidation,8.38,68000,72
769,72000,Community Projects,2.69,69000,12
849,76000,Social Enterprise,3.15,69000,12
756,70000,Agriculture Expenses,2.85,56000,48
760,96000,Social Enterprise,2.77,86000,36
840,12000,Agriculture Expenses,2.77,10000,72
817,24000,Debt Consolidation,3.03,23000,72
815,40000,Debt Consolidation,2.57,38000,48
838,41000,Working Capital,3.62,40000,36
763,44000,Debt Consolidation,2.92,39000,48
799,14000,Working Capital,3.55,13000,12
637,95000,Training and Development,8.41,86000,12
809,26000,Social Enterprise,2.47,25000,36
838,51000,Agriculture Expenses,3.38,42000,48
774,83000,Vehicle for Business Use,2.49,78000,48
670,59000,Vehicle for Business Use,6.27,51000,48
631,5000,Emergency Business Funds,7.98,4000,36
622,94000,Emergency Business Funds,8.54,76000,24
764,20000,Social Enterprise,3.18,18000,24
776,7000,Emergency Business Funds,3.62,5000,12
765,49000,Working Capital,3.65,40000,36
631,5000,Marketing and Advertising,8.5,4000,12
807,33000,Education Fees,2.52,30000,60
636,84000,Inventory Purchase,7.52,81000,12
670,91000,Marketing and Advertising,5.94,77000,12
823,15000,Healthcare Expenses,3.44,13000,60
724,18000,Inventory Purchase,5.42,15000,12
676,8000,Emergency Business Funds,6.93,7000,12
695,7000,Childcare Expenses,5.63,6000,48
788,15000,Education Fees,3.73,12000,48
722,38000,Vehicle for Business Use,5.26,34000,60
672,24000,Healthcare Expenses,6.93,23000,72
628,46000,Wedding Expenses,7.39,43000,72
754,34000,Debt Consolidation,3.16,27000,72
804,85000,Equipment Purchase,3.43,84000,12
818,18000,Technology Upgrade,3.64,16000,12
724,94000,Business Expansion,4.0,76000,60
694,80000,Training and Development,6.22,66000,12
704,26000,Education Fees,4.49,20000,72
632,85000,Utility Payments,8.8,81000,36
848,25000,Emergency Business Funds,3.32,21000,36
764,16000,Agriculture Expenses,3.64,15000,48
805,50000,Inventory Purchase,3.32,46000,36
683,79000,Childcare Expenses,6.2,78000,72
650,79000,Agriculture Expenses,6.81,75000,48
813,47000,Healthcare Expenses,3.26,44000,72
625,91000,Emergency Personal Funds,7.02,81000,48
823,14000,Debt Consolidation,2.54,11000,72
792,99000,Home Renovation,2.64,93000,72
780,100000,Travel Costs,3.11,91000,72
828,44000,Emergency Business Funds,3.21,39000,36
727,87000,Technology Upgrade,4.73,78000,24
616,31000,Social Enterprise,8.25,26000,12
847,50000,Technology Upgrade,3.26,48000,24
621,93000,Inventory Purchase,8.13,74000,36
831,94000,Training and Development,3.51,80000,12
678,48000,Agriculture Expenses,5.7,40000,72
819,38000,Wedding Expenses,2.78,34000,60
658,39000,Debt Consolidation,5.61,35000,60
649,24000,Marketing and Advertising,8.95,22000,24
767,38000,Community Projects,3.77,32000,12
780,71000,Marketing and Advertising,3.88,62000,36
694,17000,Social Enterprise,5.79,13000,24
748,59000,Marketing and Advertising,4.3,53000,24
737,25000,Home Renovation,5.35,23000,48
677,25000,Equipment Purchase,6.49,23000,12
671,6000,Education Fees,5.67,4000,72
694,96000,Working Capital,6.45,95000,12
610,20000,Healthcare Expenses,8.82,18000,60
721,64000,Emergency Personal Funds,4.34,60000,60
628,13000,Agriculture Expenses,7.53,10000,72
694,17000,Travel Costs,5.73,16000,72
694,33000,Emergency Business Funds,5.5,32000,24
642,10000,Green Initiatives,7.34,8000,12
818,77000,Marketing and Advertising,2.59,65000,24
658,58000,Social Enterprise,5.85,52000,36
842,38000,Working Capital,3.72,34000,12
657,30000,Working Capital,6.48,26000,36
751,66000,Technology Upgrade,2.56,57000,24
757,68000,Childcare Expenses,3.51,61000,72
718,80000,Training and Development,4.35,76000,12
788,30000,Equipment Purchase,3.24,28000,36
811,63000,Debt Consolidation,3.06,61000,72
809,9000,Utility Payments,3.1,7000,24
753,33000,Vehicle for Business Use,3.2,32000,72
771,9000,Vehicle for Business Use,2.79,8000,72
613,79000,Training and Development,8.09,73000,36
700,85000,Startup Capital,4.12,77000,12
681,85000,Healthcare Expenses,6.15,74000,48
620,78000,Training and Development,7.72,62000,12
678,99000,Equipment Purchase,6.85,80000,12
770,78000,Childcare Expenses,3.39,70000,48
619,42000,Wedding Expenses,8.04,36000,72
624,69000,Marketing and Advertising,8.72,64000,24
714,21000,Home Renovation,4.14,17000,72
824,83000,Healthcare Expenses,3.72,77000,72
733,23000,Startup Capital,5.45,20000,12
826,79000,Marketing and Advertising,3.34,69000,36
802,7000,Debt Consolidation,3.68,6000,72
695,17000,Technology Upgrade,5.66,15000,12
704,23000,Vehicle for Business Use,3.96,22000,72
689,7000,Childcare Expenses,6.04,6000,72
782,33000,Social Enterprise,3.66,28000,12
791,22000,Equipment Purchase,2.63,21000,36
848,12000,Technology Upgrade,3.74,11000,12
629,36000,Emergency Personal Funds,7.16,34000,60
775,22000,Technology Upgrade,3.4,17000,24
732,39000,Social Enterprise,4.43,32000,12
707,11000,Inventory Purchase,4.24,10000,12
805,96000,Equipment Purchase,3.0,86000,12
638,10000,Business Expansion,8.83,8000,48
627,88000,Community Projects,8.91,83000,24
604,57000,Community Projects,7.12,45000,24
682,72000,Inventory Purchase,6.44,58000,24
837,66000,Utility Payments,3.51,61000,24
790,62000,Technology Upgrade,3.9,60000,24
826,70000,Wedding Expenses,3.46,56000,60
732,9000,Travel Costs,4.24,8000,48
649,67000,Agriculture Expenses,7.22,61000,60
731,62000,Childcare Expenses,5.31,57000,72
759,92000,Childcare Expenses,3.63,75000,48
626,85000,Business Expansion,8.81,84000,60
715,77000,Working Capital,4.34,76000,36
716,44000,Community Projects,4.62,41000,36
628,26000,Travel Costs,7.49,22000,60
618,76000,Childcare Expenses,7.88,69000,60
690,14000,Training and Development,6.29,13000,24
667,87000,Wedding Expenses,5.54,77000,60
622,66000,Healthcare Expenses,8.3,56000,48
735,97000,Business Expansion,5.26,91000,60
746,91000,Debt Consolidation,5.13,74000,48
767,18000,Green Initiatives,3.06,16000,24
703,34000,Equipment Purchase,5.06,32000,36
780,18000,Business Expansion,3.87,17000,60
681,58000,Marketing and Advertising,6.32,53000,12
712,42000,Working Capital,4.62,39000,36
727,25000,Business Expansion,4.97,23000,48
781,50000,Debt Consolidation,2.77,42000,60
784,72000,Marketing and Advertising,2.49,59000,12
655,76000,Working Capital,5.5,74000,36
729,68000,Home Renovation,5.32,63000,72
807,61000,Vehicle for Business Use,3.04,59000,72
734,64000,Emergency Business Funds,4.48,54000,12
833,86000,Debt Consolidation,3.03,69000,72
698,30000,Vehicle for Business Use,6.6,26000,60
634,24000,Vehicle for Business Use,7.91,21000,48
784,53000,Travel Costs,2.85,48000,48
650,8000,Emergency Personal Funds,6.69,7000,72
788,26000,Education Fees,3.78,23000,60
768,39000,Debt Consolidation,3.47,36000,60
698,17000,Debt Consolidation,5.52,16000,72
830,64000,Travel Costs,3.01,54000,60
802,87000,Technology Upgrade,3.8,80000,24
730,72000,Green Initiatives,5.13,67000,24
840,35000,Green Initiatives,3.76,32000,24
785,6000,Healthcare Expenses,3.13,4000,60
821,79000,Equipment Purchase,3.15,66000,24
668,94000,Equipment Purchase,5.84,83000,24
780,31000,Home Renovation,3.49,25000,60
828,67000,Wedding Expenses,3.9,56000,72
715,72000,Childcare Expenses,4.28,70000,60
668,46000,Community Projects,6.36,45000,36
620,51000,Startup Capital,7.38,47000,36
646,94000,Green Initiatives,8.32,86000,36
717,69000,Childcare Expenses,5.36,58000,60
701,31000,Travel Costs,4.88,30000,48
746,31000,Vehicle for Business Use,4.63,27000,72
696,76000,Working Capital,6.65,64000,24
699,15000,Home Renovation,5.54,12000,48
715,39000,Green Initiatives,4.93,37000,24
653,20000,Healthcare Expenses,5.49,18000,72
650,22000,Childcare Expenses,6.86,18000,48
783,5000,Education Fees,2.75,4000,48
789,20000,Startup Capital,3.79,18000,36
830,41000,Emergency Business Funds,2.87,39000,24
720,22000,Wedding Expenses,4.66,19000,48
745,76000,Training and Development,5.03,75000,12
835,31000,Social Enterprise,3.05,29000,36
647,26000,Healthcare Expenses,8.52,24000,60
833,39000,Emergency Business Funds,3.3,38000,12
611,8000,Technology Upgrade,7.22,7000,36
818,51000,Utility Payments,2.92,43000,36
809,48000,Community Projects,3.6,38000,12
766,16000,Wedding Expenses,3.56,14000,72
768,28000,Technology Upgrade,2.57,25000,24
779,22000,Inventory Purchase,3.2,18000,36
795,43000,Debt Consolidation,3.57,38000,72
781,54000,Community Projects,3.49,49000,36
668,39000,Agriculture Expenses,5.54,32000,72
756,69000,Home Renovation,3.01,61000,72
661,7000,Inventory Purchase,6.27,6000,12
846,31000,Green Initiatives,3.61,27000,12
848,50000,Working Capital,3.49,42000,24
611,90000,Home Renovation,8.6,82000,72
746,70000,Startup Capital,4.24,67000,36
758,74000,Social Enterprise,3.32,63000,36
810,67000,Vehicle for Business Use,2.82,65000,60
760,43000,Emergency Personal Funds,3.37,38000,48
831,5000,Social Enterprise,2.49,4000,12
749,84000,Community Projects,5.23,76000,24
640,46000,Marketing and Advertising,7.74,39000,12
800,99000,Community Projects,3.01,87000,36
809,99000,Marketing and Advertising,3.1,94000,24
799,6000,Utility Payments,3.54,4000,36
717,80000,Technology Upgrade,4.01,79000,36
634,12000,Community Projects,7.64,10000,36
823,24000,Agriculture Expenses,3.42,21000,72
707,24000,Travel Costs,4.03,19000,48
737,92000,Utility Payments,5.18,84000,24
738,81000,Travel Costs,5.45,74000,60
621,88000,Working Capital,8.51,83000,12
671,8000,Business Expansion,6.64,7000,72
842,58000,Equipment Purchase,3.24,50000,36
819,99000,Business Expansion,3.76,85000,72
759,31000,Social Enterprise,3.07,26000,24
681,95000,Home Renovation,6.91,87000,72
801,100000,Business Expansion,3.86,89000,48
761,68000,Agriculture Expenses,3.0,60000,48
739,74000,Marketing and Advertising,5.44,62000,24
825,60000,Marketing and Advertising,2.93,56000,24
817,6000,Emergency Business Funds,2.46,5000,36
828,100000,Working Capital,3.32,85000,24
792,82000,Marketing and Advertising,3.64,74000,12
658,84000,Social Enterprise,6.57,69000,12
717,90000,Business Expansion,5.12,83000,48
731,25000,Working Capital,4.68,24000,36
686,90000,Startup Capital,5.84,78000,12
824,48000,Training and Development,2.93,45000,24
806,45000,Agriculture Expenses,3.41,41000,72
707,16000,Childcare Expenses,5.11,13000,72
754,43000,Utility Payments,3.11,39000,12
617,47000,Healthcare Expenses,7.99,42000,72
761,80000,Home Renovation,3.93,73000,60
676,27000,Home Renovation,6.93,23000,72
790,43000,Training and Development,2.78,42000,24
626,12000,Agriculture Expenses,8.86,10000,60
802,30000,Emergency Personal Funds,3.71,27000,72
657,19000,Inventory Purchase,6.1,18000,12
616,93000,Home Renovation,8.53,75000,60
634,67000,Inventory Purchase,8.18,61000,12
814,96000,Healthcare Expenses,3.73,77000,60
633,73000,Home Renovation,8.11,69000,60
765,81000,Technology Upgrade,3.2,67000,24
630,53000,Emergency Business Funds,8.39,45000,24
611,70000,Emergency Personal Funds,8.01,57000,48
769,87000,Marketing and Advertising,3.69,75000,12
675,54000,Equipment Purchase,5.82,48000,12
611,28000,Working Capital,7.44,27000,36
619,96000,Wedding Expenses,8.23,87000,48
835,36000,Utility Payments,3.13,29000,12
727,16000,Business Expansion,4.97,15000,60
837,39000,Education Fees,2.88,34000,60
844,39000,Home Renovation,3.91,32000,48
715,38000,Community Projects,4.52,32000,24
749,96000,Technology Upgrade,4.52,81000,24
788,13000,Vehicle for Business Use,3.63,12000,48
809,12000,Equipment Purchase,3.75,11000,24
719,12000,Working Capital,4.87,11000,12
605,61000,Emergency Business Funds,7.12,51000,12
778,22000,Childcare Expenses,3.48,17000,72
845,22000,Marketing and Advertising,2.75,18000,24
791,93000,Healthcare Expenses,3.78,81000,72
832,45000,Community Projects,3.28,43000,24
829,50000,Utility Payments,2.71,46000,12
656,5000,Home Renovation,6.28,4000,72
819,19000,Utility Payments,2.83,15000,36
754,56000,Home Renovation,2.64,50000,72
741,40000,Startup Capital,4.98,34000,36
680,40000,Community Projects,5.78,39000,12
715,89000,Home Renovation,4.6,77000,72
704,72000,Technology Upgrade,4.2,59000,12
681,55000,Debt Consolidation,6.55,44000,60
653,81000,Working Capital,5.83,75000,24
692,60000,Vehicle for Business Use,6.93,51000,60
708,58000,Emergency Personal Funds,4.71,47000,60
793,26000,Wedding Expenses,3.18,24000,72
819,92000,Education Fees,3.59,87000,60
717,8000,Training and Development,5.11,7000,12
613,95000,Marketing and Advertising,7.6,93000,36
624,46000,Travel Costs,8.11,43000,48
804,63000,Community Projects,2.78,62000,12
735,92000,Wedding Expenses,4.03,86000,60
616,20000,Inventory Purchase,7.66,16000,36
841,97000,Equipment Purchase,3.67,83000,12
730,40000,Working Capital,4.79,34000,12
636,10000,Debt Consolidation,7.48,8000,48
774,25000,Community Projects,3.62,24000,24
843,78000,Healthcare Expenses,3.33,67000,60
663,53000,Emergency Business Funds,5.89,49000,12
623,89000,Marketing and Advertising,7.37,77000,36
759,51000,Technology Upgrade,3.59,44000,24
829,16000,Wedding Expenses,3.83,14000,48
704,62000,Utility Payments,4.72,50000,36
782,63000,Vehicle for Business Use,3.88,57000,72
622,32000,Vehicle for Business Use,6.96,26000,72
743,65000,Technology Upgrade,4.22,54000,12
805,82000,Emergency Business Funds,2.61,78000,24
680,22000,Education Fees,5.64,21000,48
841,50000,Vehicle for Business Use,3.79,42000,72
644,52000,Emergency Business Funds,6.97,47000,24
825,68000,Wedding Expenses,3.27,54000,60
616,22000,Community Projects,8.63,17000,12
657,41000,Inventory Purchase,5.96,35000,12
814,31000,Debt Consolidation,3.81,25000,60
813,86000,Education Fees,2.92,84000,48
630,76000,Vehicle for Business Use,7.81,63000,48
603,60000,Home Renovation,8.86,58000,48
767,24000,Utility Payments,3.39,23000,24
743,44000,Childcare Expenses,5.33,39000,48
685,15000,Vehicle for Business Use,6.13,12000,60
777,22000,Childcare Expenses,3.82,18000,48
672,42000,Wedding Expenses,5.46,33000,60
706,19000,Emergency Personal Funds,5.19,17000,48
609,13000,Utility Payments,8.55,11000,24
698,7000,Education Fees,5.71,6000,48
710,17000,Emergency Personal Funds,4.41,14000,72
662,22000,Utility Payments,6.85,21000,36
767,39000,Business Expansion,3.87,37000,60
711,86000,Technology Upgrade,5.41,83000,12
697,70000,Emergency Personal Funds,6.92,67000,60
628,44000,Wedding Expenses,7.43,38000,48
733,43000,Wedding Expenses,5.25,38000,60
808,80000,Wedding Expenses,2.89,71000,72
729,94000,Business Expansion,5.36,90000,60
786,14000,Emergency Personal Funds,3.51,11000,60
728,76000,Home Renovation,3.99,63000,60
845,45000,Childcare Expenses,3.55,38000,72
760,85000,Green Initiatives,2.8,81000,36
630,63000,Social Enterprise,7.69,60000,24
702,38000,Healthcare Expenses,4.84,33000,48
671,45000,Vehicle for Business Use,6.59,36000,48
608,96000,Equipment Purchase,7.65,95000,24
618,39000,Startup Capital,7.07,36000,36
678,92000,Inventory Purchase,6.56,79000,36
804,92000,Travel Costs,3.05,87000,72
