,loan_amnt,loan_intent,loan_int_rate,credit_score,loan_term
17044,2000,EDUCATION,0.0,627,118
17045,9975,EDUCATION,11.48,557,94
17046,6000,PERSONAL,0.0,661,57
17047,15000,VENTURE,0.0,739,25
17048,22000,MEDICAL,0.0,595,37
17049,13000,EDUCATION,13.11,663,93
17050,7000,MEDICAL,0.0,592,29
17051,3000,PERSONAL,0.0,639,47
17052,6000,VENTURE,0.0,595,43
17053,9000,EDUCATION,7.51,694,61
17054,23000,HOMEIMPROVEMENT,0.0,583,43
17055,5000,VENTURE,0.0,550,24
17056,5000,VENTURE,11.01,646,25
17057,3000,PERSONAL,9.99,700,29
17058,6000,MEDICAL,16.49,553,24
17059,4000,MEDICAL,16.29,631,31
17060,1600,MEDICAL,0.0,630,44
17061,1700,DEBTCONSOLIDATION,0.0,686,25
17062,10000,EDUCATION,0.0,584,57
17063,1800,PERSONAL,0.0,612,16
17064,6200,DEBTCONSOLIDATION,11.01,625,24
17065,2500,EDUCATION,0.0,550,40
17066,5000,VENTURE,0.0,590,41
17067,16500,DEBTCONSOLIDATION,0.0,607,56
17068,10625,EDUCATION,6.92,599,93
17069,13500,EDUCATION,0.0,634,40
17070,6500,VENTURE,0.0,668,37
17071,6575,VENTURE,0.0,622,50
17072,5000,EDUCATION,14.91,639,43
17073,11200,EDUCATION,0.0,651,118
17074,2500,VENTURE,0.0,674,42
17075,9100,VENTURE,0.0,655,42
17076,13000,VENTURE,0.0,617,34
17077,5000,PERSONAL,0.0,584,20
17078,25000,HOMEIMPROVEMENT,0.0,689,44
17079,8000,EDUCATION,0.0,630,94
17080,5000,PERSONAL,0.0,588,35
17081,4000,VENTURE,0.0,590,48
17082,2050,EDUCATION,0.0,626,104
17083,15000,PERSONAL,10.25,598,16
17084,15000,EDUCATION,0.0,663,113
17085,2500,EDUCATION,0.0,555,119
17086,8475,HOMEIMPROVEMENT,0.0,664,28
17087,5000,EDUCATION,0.0,658,38
17088,12000,PERSONAL,0.0,570,52
17089,3500,MEDICAL,0.0,668,20
17090,15000,HOMEIMPROVEMENT,0.0,573,57
17091,18500,EDUCATION,0.0,652,38
17092,5500,MEDICAL,14.54,629,34
17093,15000,PERSONAL,7.9,586,32
17094,20000,HOMEIMPROVEMENT,0.0,683,38
17095,10000,PERSONAL,0.0,656,50
17096,6000,MEDICAL,0.0,644,24
17097,18000,EDUCATION,0.0,598,70
17098,5000,PERSONAL,0.0,686,13
17099,10000,EDUCATION,0.0,652,98
17100,5000,PERSONAL,12.42,633,43
17101,1800,PERSONAL,0.0,662,43
17102,7500,DEBTCONSOLIDATION,15.05,682,48
17103,6800,PERSONAL,20.0,592,29
17104,15000,PERSONAL,0.0,654,34
17105,5000,VENTURE,0.0,673,40
17106,5000,MEDICAL,0.0,651,15
17107,10000,MEDICAL,0.0,678,35
17108,3200,MEDICAL,0.0,659,40
17109,8000,MEDICAL,0.0,606,37
17110,6000,DEBTCONSOLIDATION,0.0,683,31
17111,9500,EDUCATION,0.0,645,77
17112,12800,DEBTCONSOLIDATION,0.0,627,25
17113,20000,EDUCATION,11.01,658,106
17114,3000,HOMEIMPROVEMENT,0.0,652,51
17115,6400,EDUCATION,0.0,704,57
17116,8000,HOMEIMPROVEMENT,11.01,491,43
17117,4000,PERSONAL,0.0,568,14
17118,15000,PERSONAL,0.0,647,46
17119,10750,EDUCATION,0.0,581,115
17120,10000,MEDICAL,0.0,667,14
17121,20000,PERSONAL,0.0,628,44
17122,3000,PERSONAL,0.0,660,58
17123,15000,EDUCATION,14.59,675,94
17124,10000,EDUCATION,0.0,620,120
17125,2500,DEBTCONSOLIDATION,0.0,648,51
17126,10000,HOMEIMPROVEMENT,0.0,569,42
17127,15000,PERSONAL,0.0,710,44
17128,4000,DEBTCONSOLIDATION,13.35,656,17
17129,5000,EDUCATION,0.0,671,110
17130,5300,PERSONAL,0.0,609,31
17131,9500,PERSONAL,0.0,624,17
17132,23600,HOMEIMPROVEMENT,11.89,668,46
17133,4000,DEBTCONSOLIDATION,0.0,714,18
17134,20000,VENTURE,0.0,662,32
17135,4800,PERSONAL,0.0,611,50
17136,7000,EDUCATION,0.0,638,66
17137,10300,PERSONAL,8.94,649,28
17138,9600,MEDICAL,0.0,640,46
17139,7200,MEDICAL,0.0,666,48
17140,5000,VENTURE,0.0,647,60
17141,6000,MEDICAL,12.92,611,48
17142,15000,EDUCATION,0.0,550,51
17143,5000,PERSONAL,0.0,496,51
17144,3000,EDUCATION,0.0,578,51
17145,7750,VENTURE,0.0,652,32
17146,8650,EDUCATION,0.0,477,51
17147,18000,PERSONAL,0.0,561,36
17148,12000,DEBTCONSOLIDATION,0.0,435,57
17149,27000,EDUCATION,11.01,672,63
17150,5000,DEBTCONSOLIDATION,0.0,661,18
17151,4000,HOMEIMPROVEMENT,0.0,676,24
17152,10500,MEDICAL,0.0,668,41
17153,2000,MEDICAL,14.96,536,39
17154,12000,VENTURE,10.91,645,55
17155,17000,VENTURE,0.0,493,24
17156,10000,HOMEIMPROVEMENT,0.0,628,35
17157,2500,VENTURE,0.0,680,24
17158,4800,DEBTCONSOLIDATION,0.0,588,20
17159,20000,HOMEIMPROVEMENT,0.0,613,52
17160,15000,DEBTCONSOLIDATION,0.0,683,32
17161,1500,EDUCATION,0.0,618,43
17162,6400,EDUCATION,0.0,613,102
17163,16000,EDUCATION,0.0,624,97
17164,25000,PERSONAL,11.86,608,37
17165,4750,EDUCATION,0.0,628,55
17166,5750,PERSONAL,0.0,676,47
17167,15000,PERSONAL,0.0,505,21
17168,13800,EDUCATION,0.0,634,52
17169,8950,MEDICAL,0.0,624,33
17170,5600,MEDICAL,0.0,713,25
17171,7750,EDUCATION,0.0,663,45
17172,23000,EDUCATION,0.0,705,43
17173,6000,PERSONAL,0.0,534,57
17174,15000,PERSONAL,0.0,651,19
17175,5200,VENTURE,17.19,597,42
17176,15000,PERSONAL,0.0,576,49
17177,10000,DEBTCONSOLIDATION,0.0,658,34
17178,3000,PERSONAL,0.0,600,25
17179,1500,EDUCATION,0.0,586,78
17180,5550,VENTURE,0.0,631,46
17181,8000,MEDICAL,0.0,652,39
17182,20000,EDUCATION,0.0,665,59
17183,6000,MEDICAL,0.0,632,38
17184,21000,DEBTCONSOLIDATION,0.0,704,45
17185,18500,EDUCATION,7.66,598,118
17186,1000,DEBTCONSOLIDATION,0.0,603,38
17187,5800,PERSONAL,0.0,683,55
17188,20000,DEBTCONSOLIDATION,12.21,640,24
17189,5000,DEBTCONSOLIDATION,6.03,549,52
17190,7000,VENTURE,10.62,522,38
17191,9600,HOMEIMPROVEMENT,0.0,705,57
17192,5000,MEDICAL,9.88,614,25
17193,6400,DEBTCONSOLIDATION,0.0,660,14
17194,14000,DEBTCONSOLIDATION,0.0,657,34
17195,15000,VENTURE,12.61,561,31
17196,4800,VENTURE,0.0,678,50
17197,4600,VENTURE,0.0,677,32
17198,10000,EDUCATION,0.0,492,105
17199,2000,MEDICAL,11.71,673,21
17200,8000,MEDICAL,0.0,642,38
17201,3500,PERSONAL,0.0,678,58
17202,6000,EDUCATION,0.0,687,100
17203,7000,EDUCATION,0.0,688,39
17204,3500,MEDICAL,0.0,701,19
17205,4000,PERSONAL,0.0,649,53
17206,15000,MEDICAL,0.0,678,32
17207,4750,VENTURE,11.01,640,40
17208,6500,VENTURE,0.0,526,34
17209,10000,VENTURE,0.0,667,31
17210,26000,PERSONAL,0.0,564,60
17211,5000,EDUCATION,14.11,584,36
17212,6000,VENTURE,0.0,637,37
17213,5925,VENTURE,0.0,486,49
17214,5000,DEBTCONSOLIDATION,0.0,651,59
17215,2000,MEDICAL,0.0,517,32
17216,10000,EDUCATION,0.0,590,107
17217,20000,HOMEIMPROVEMENT,14.84,684,51
17218,6000,HOMEIMPROVEMENT,0.0,539,47
17219,4000,MEDICAL,0.0,607,35
17220,23450,PERSONAL,0.0,560,52
17221,12000,VENTURE,0.0,699,29
17222,6500,PERSONAL,0.0,639,36
17223,1275,PERSONAL,0.0,619,58
17224,1000,MEDICAL,0.0,660,19
17225,7000,VENTURE,0.0,681,58
17226,6000,DEBTCONSOLIDATION,0.0,546,28
17227,8000,EDUCATION,0.0,644,110
17228,24000,VENTURE,0.0,623,49
17229,2500,EDUCATION,0.0,622,36
17230,3500,DEBTCONSOLIDATION,0.0,558,20
17231,7000,EDUCATION,0.0,535,102
17232,2000,HOMEIMPROVEMENT,0.0,670,35
17233,16000,DEBTCONSOLIDATION,0.0,667,29
17234,14750,VENTURE,0.0,598,45
17235,10000,VENTURE,0.0,630,46
17236,19600,EDUCATION,0.0,668,70
17237,9500,DEBTCONSOLIDATION,0.0,644,41
17238,13750,MEDICAL,13.22,481,22
17239,5300,EDUCATION,0.0,662,81
17240,12000,VENTURE,0.0,647,52
17241,6400,VENTURE,0.0,611,34
17242,10000,MEDICAL,0.0,586,15
17243,5000,EDUCATION,12.69,629,86
17244,3000,EDUCATION,16.29,646,40
17245,3500,EDUCATION,0.0,674,72
17246,7000,MEDICAL,0.0,553,29
17247,9000,DEBTCONSOLIDATION,11.01,634,56
17248,12000,EDUCATION,0.0,677,100
17249,1500,DEBTCONSOLIDATION,0.0,642,29
17250,4800,VENTURE,0.0,649,33
17251,7500,EDUCATION,0.0,633,57
17252,4450,PERSONAL,0.0,525,51
17253,8500,EDUCATION,0.0,618,105
17254,12000,DEBTCONSOLIDATION,0.0,640,50
17255,8000,VENTURE,0.0,662,47
17256,25000,DEBTCONSOLIDATION,19.13,628,43
17257,6500,EDUCATION,0.0,603,110
17258,12400,VENTURE,0.0,587,28
17259,15000,MEDICAL,10.0,609,21
17260,5000,DEBTCONSOLIDATION,0.0,683,29
17261,20000,DEBTCONSOLIDATION,0.0,624,43
17262,6000,PERSONAL,0.0,659,24
17263,11000,HOMEIMPROVEMENT,0.0,647,31
17264,8550,EDUCATION,0.0,612,79
17265,3600,HOMEIMPROVEMENT,13.43,662,41
17266,24000,MEDICAL,15.28,670,21
17267,10800,MEDICAL,11.12,689,37
17268,3000,PERSONAL,0.0,632,36
17269,3000,PERSONAL,0.0,728,60
17270,8000,EDUCATION,0.0,570,51
17271,13250,DEBTCONSOLIDATION,0.0,639,46
17272,9600,DEBTCONSOLIDATION,0.0,585,35
17273,7500,EDUCATION,0.0,592,116
17274,17500,MEDICAL,6.54,636,47
17275,4000,DEBTCONSOLIDATION,10.74,591,38
17276,15000,HOMEIMPROVEMENT,0.0,717,24
17277,2900,DEBTCONSOLIDATION,11.01,635,41
17278,3000,DEBTCONSOLIDATION,0.0,596,52
17279,7000,PERSONAL,0.0,597,14
17280,1800,VENTURE,0.0,586,32
17281,3000,EDUCATION,0.0,530,52
17282,4000,PERSONAL,0.0,690,52
17283,7125,VENTURE,0.0,658,40
17284,3200,EDUCATION,0.0,573,72
17285,9800,EDUCATION,0.0,667,44
17286,2000,DEBTCONSOLIDATION,0.0,618,13
17287,8000,EDUCATION,0.0,678,43
17288,10000,PERSONAL,0.0,669,28
17289,15000,EDUCATION,0.0,675,92
17290,19750,VENTURE,11.14,660,27
17291,9925,VENTURE,0.0,663,56
17292,3000,PERSONAL,8.9,656,33
17293,5000,EDUCATION,0.0,617,76
17294,6000,MEDICAL,0.0,636,17
17295,3000,DEBTCONSOLIDATION,11.01,658,30
17296,5200,PERSONAL,0.0,659,57
17297,5000,EDUCATION,0.0,638,72
17298,4000,VENTURE,0.0,707,40
17299,2000,MEDICAL,0.0,635,19
17300,10000,VENTURE,0.0,638,57
17301,3000,MEDICAL,0.0,608,18
17302,17500,DEBTCONSOLIDATION,0.0,574,52
17303,12000,VENTURE,0.0,573,26
17304,4400,VENTURE,0.0,592,36
17305,3800,MEDICAL,18.25,576,35
17306,3200,EDUCATION,0.0,648,119
17307,7500,PERSONAL,0.0,646,23
17308,21000,DEBTCONSOLIDATION,0.0,558,26
17309,6000,VENTURE,0.0,698,48
17310,10000,HOMEIMPROVEMENT,0.0,615,40
17311,6000,PERSONAL,0.0,637,59
17312,12000,EDUCATION,0.0,630,109
17313,4200,MEDICAL,0.0,608,33
17314,3000,PERSONAL,0.0,613,14
17315,7000,EDUCATION,0.0,513,51
17316,2800,PERSONAL,0.0,629,19
17317,6000,VENTURE,0.0,555,34
17318,2500,EDUCATION,0.0,657,41
17319,15000,HOMEIMPROVEMENT,16.0,569,42
17320,5000,MEDICAL,0.0,603,32
17321,14000,PERSONAL,0.0,625,16
17322,7500,EDUCATION,0.0,622,89
17323,10000,PERSONAL,0.0,532,26
17324,20000,EDUCATION,12.29,682,70
17325,18000,DEBTCONSOLIDATION,0.0,600,37
17326,8000,HOMEIMPROVEMENT,0.0,700,47
17327,9000,MEDICAL,0.0,703,28
17328,8000,VENTURE,0.0,555,42
17329,20000,EDUCATION,0.0,653,46
17330,12000,MEDICAL,0.0,607,31
17331,1000,EDUCATION,0.0,646,114
17332,4500,DEBTCONSOLIDATION,0.0,628,57
17333,10000,DEBTCONSOLIDATION,0.0,572,27
17334,4800,EDUCATION,0.0,688,89
17335,14850,DEBTCONSOLIDATION,8.9,680,53
17336,11000,PERSONAL,0.0,618,21
17337,8000,HOMEIMPROVEMENT,0.0,624,47
17338,3000,DEBTCONSOLIDATION,0.0,621,48
17339,10000,EDUCATION,0.0,637,77
17340,7000,HOMEIMPROVEMENT,7.9,584,27
17341,15000,HOMEIMPROVEMENT,0.0,551,48
17342,4200,VENTURE,0.0,659,60
17343,1000,MEDICAL,11.99,618,20
17344,12000,DEBTCONSOLIDATION,6.54,658,15
17345,5000,VENTURE,11.01,577,56
17346,2275,MEDICAL,0.0,625,34
17347,12000,MEDICAL,0.0,554,33
17348,10000,MEDICAL,15.28,666,34
17349,5500,PERSONAL,0.0,513,33
17350,3600,PERSONAL,0.0,626,14
17351,11000,DEBTCONSOLIDATION,0.0,658,14
17352,3500,VENTURE,0.0,623,37
17353,1000,EDUCATION,0.0,656,46
17354,12000,DEBTCONSOLIDATION,0.0,662,35
17355,20000,DEBTCONSOLIDATION,11.01,611,58
17356,1400,MEDICAL,0.0,653,24
17357,13000,HOMEIMPROVEMENT,12.69,514,40
17358,6900,PERSONAL,0.0,544,12
17359,12000,MEDICAL,8.07,694,33
17360,10000,MEDICAL,0.0,676,23
17361,1950,EDUCATION,0.0,585,67
17362,2800,MEDICAL,0.0,588,15
17363,12300,VENTURE,0.0,681,47
17364,5000,EDUCATION,8.49,516,112
17365,12000,EDUCATION,0.0,628,52
17366,10000,DEBTCONSOLIDATION,0.0,631,13
17367,1375,MEDICAL,11.11,678,24
17368,20000,PERSONAL,0.0,672,53
17369,5500,VENTURE,0.0,535,57
17370,16000,MEDICAL,16.45,611,47
17371,7400,EDUCATION,13.99,515,79
17372,10000,PERSONAL,0.0,681,47
17373,7500,EDUCATION,0.0,557,42
17374,15000,EDUCATION,0.0,568,50
17375,12000,VENTURE,0.0,675,54
17376,13200,EDUCATION,0.0,629,73
17377,8500,MEDICAL,0.0,610,18
17378,8400,MEDICAL,14.65,580,30
17379,20000,MEDICAL,19.13,637,24
17380,4500,VENTURE,5.99,632,45
17381,10000,PERSONAL,0.0,561,24
17382,8000,DEBTCONSOLIDATION,16.0,661,50
17383,10000,DEBTCONSOLIDATION,0.0,689,55
17384,8000,PERSONAL,0.0,643,34
17385,15000,HOMEIMPROVEMENT,0.0,665,60
17386,18000,MEDICAL,0.0,686,27
17387,4800,EDUCATION,0.0,661,63
17388,11000,DEBTCONSOLIDATION,0.0,720,13
17389,17500,PERSONAL,0.0,614,58
17390,5000,MEDICAL,0.0,565,32
17391,8000,DEBTCONSOLIDATION,0.0,696,13
17392,10000,DEBTCONSOLIDATION,6.62,682,36
17393,14000,VENTURE,0.0,557,26
17394,2500,MEDICAL,15.68,625,12
17395,5000,DEBTCONSOLIDATION,0.0,641,55
17396,13000,PERSONAL,0.0,677,49
17397,10000,EDUCATION,0.0,594,80
17398,5000,EDUCATION,0.0,706,99
17399,10000,PERSONAL,0.0,648,28
17400,3000,PERSONAL,0.0,573,49
17401,7000,VENTURE,0.0,704,45
17402,16000,EDUCATION,17.15,638,102
17403,2500,VENTURE,0.0,676,58
17404,20000,PERSONAL,0.0,572,58
17405,4500,MEDICAL,17.27,616,42
17406,10000,MEDICAL,16.32,593,12
17407,3200,PERSONAL,0.0,560,32
17408,10625,EDUCATION,14.27,574,65
17409,3250,VENTURE,0.0,610,27
17410,35000,EDUCATION,0.0,603,96
17411,6000,MEDICAL,0.0,609,28
17412,3000,EDUCATION,0.0,715,59
17413,2000,VENTURE,0.0,542,25
17414,9000,PERSONAL,0.0,680,59
17415,6600,MEDICAL,0.0,677,28
17416,5000,DEBTCONSOLIDATION,0.0,577,57
17417,1000,MEDICAL,0.0,657,43
17418,1500,MEDICAL,12.18,597,42
17419,4000,VENTURE,0.0,719,47
17420,19000,DEBTCONSOLIDATION,11.01,492,31
17421,10000,EDUCATION,0.0,727,71
17422,10000,VENTURE,0.0,572,31
17423,8500,VENTURE,0.0,624,55
17424,14000,EDUCATION,0.0,586,67
17425,5000,MEDICAL,0.0,603,17
17426,8400,EDUCATION,0.0,603,36
17427,5000,MEDICAL,16.45,681,46
17428,9000,EDUCATION,14.11,692,59
17429,1200,EDUCATION,0.0,626,100
17430,25000,DEBTCONSOLIDATION,18.84,619,54
17431,7200,EDUCATION,0.0,616,94
17432,10000,EDUCATION,0.0,642,109
17433,22500,EDUCATION,18.99,655,105
17434,12500,MEDICAL,0.0,605,27
17435,15000,PERSONAL,0.0,608,21
17436,15000,DEBTCONSOLIDATION,0.0,619,36
17437,6500,HOMEIMPROVEMENT,0.0,691,47
17438,20000,PERSONAL,0.0,631,42
17439,14000,PERSONAL,9.88,647,35
17440,13000,MEDICAL,0.0,562,34
17441,7800,VENTURE,0.0,697,37
17442,5000,EDUCATION,0.0,583,76
17443,2500,DEBTCONSOLIDATION,0.0,471,54
17444,5000,VENTURE,0.0,625,58
17445,10000,MEDICAL,0.0,647,41
17446,12000,EDUCATION,0.0,626,44
17447,6000,EDUCATION,17.19,624,82
17448,4500,MEDICAL,11.01,601,16
17449,7500,EDUCATION,0.0,613,78
17450,10000,EDUCATION,0.0,638,39
17451,12000,MEDICAL,14.11,570,34
17452,10400,HOMEIMPROVEMENT,0.0,537,30
17453,9200,EDUCATION,0.0,674,107
17454,1500,EDUCATION,13.99,693,104
17455,15000,PERSONAL,8.49,630,19
17456,2000,EDUCATION,0.0,588,66
17457,1300,EDUCATION,0.0,615,70
17458,13000,VENTURE,0.0,550,59
17459,14400,VENTURE,0.0,650,25
17460,5000,DEBTCONSOLIDATION,0.0,570,27
17461,2000,PERSONAL,0.0,583,19
17462,15000,EDUCATION,0.0,703,54
17463,12000,VENTURE,0.0,662,53
17464,7000,EDUCATION,11.46,661,88
17465,7000,EDUCATION,0.0,638,64
17466,16000,VENTURE,14.42,646,29
17467,6500,EDUCATION,0.0,621,46
17468,3600,EDUCATION,0.0,607,82
17469,19500,PERSONAL,15.57,687,49
17470,1000,VENTURE,15.58,660,48
17471,7750,DEBTCONSOLIDATION,0.0,675,50
17472,4800,VENTURE,0.0,663,54
17473,9600,EDUCATION,7.51,668,95
17474,5000,PERSONAL,0.0,685,35
17475,10000,VENTURE,0.0,698,45
17476,14000,PERSONAL,0.0,641,56
17477,10000,MEDICAL,0.0,586,12
17478,6000,EDUCATION,0.0,637,54
17479,10000,MEDICAL,0.0,612,46
17480,1000,MEDICAL,0.0,620,47
17481,25000,EDUCATION,0.0,625,108
17482,9000,EDUCATION,0.0,650,78
17483,7000,DEBTCONSOLIDATION,0.0,642,60
17484,9500,PERSONAL,0.0,623,39
17485,5000,EDUCATION,8.94,628,67
17486,5000,VENTURE,0.0,658,34
17487,6900,PERSONAL,0.0,629,28
17488,9600,EDUCATION,0.0,626,54
17489,8000,EDUCATION,0.0,535,57
17490,16000,DEBTCONSOLIDATION,0.0,567,40
17491,19200,EDUCATION,0.0,679,42
17492,12800,VENTURE,0.0,630,59
17493,24250,EDUCATION,0.0,568,65
17494,17000,EDUCATION,0.0,675,118
17495,5000,DEBTCONSOLIDATION,0.0,695,52
17496,5550,PERSONAL,11.36,590,32
17497,2700,EDUCATION,0.0,685,91
17498,20000,MEDICAL,17.51,634,24
17499,14000,VENTURE,0.0,622,52
17500,5000,EDUCATION,0.0,605,38
17501,8000,DEBTCONSOLIDATION,16.77,667,40
17502,12000,MEDICAL,0.0,620,48
17503,14125,EDUCATION,0.0,536,63
17504,15550,VENTURE,0.0,679,42
17505,6000,DEBTCONSOLIDATION,0.0,702,51
17506,10000,PERSONAL,0.0,572,37
17507,12200,DEBTCONSOLIDATION,0.0,665,36
17508,5000,HOMEIMPROVEMENT,0.0,660,38
17509,8000,VENTURE,0.0,567,58
17510,17000,HOMEIMPROVEMENT,0.0,602,50
17511,2500,PERSONAL,12.69,596,54
17512,16000,EDUCATION,0.0,610,76
17513,8000,DEBTCONSOLIDATION,15.65,518,30
17514,9000,MEDICAL,15.05,686,12
17515,13000,DEBTCONSOLIDATION,15.33,622,34
17516,13000,PERSONAL,13.57,682,18
17517,5050,VENTURE,0.0,560,28
17518,6000,MEDICAL,0.0,494,29
17519,1000,PERSONAL,0.0,700,35
17520,5000,EDUCATION,0.0,621,45
17521,5000,PERSONAL,0.0,672,37
17522,4000,DEBTCONSOLIDATION,0.0,668,44
17523,8500,MEDICAL,5.42,702,38
17524,7000,EDUCATION,0.0,630,69
17525,5000,DEBTCONSOLIDATION,0.0,629,27
17526,24000,HOMEIMPROVEMENT,19.69,608,47
17527,6000,PERSONAL,0.0,553,30
17528,10000,PERSONAL,0.0,672,42
17529,10000,EDUCATION,9.91,576,65
17530,20000,EDUCATION,11.01,681,95
17531,35000,EDUCATION,0.0,669,48
17532,15000,DEBTCONSOLIDATION,16.0,591,48
17533,35000,HOMEIMPROVEMENT,20.0,624,38
17534,6600,DEBTCONSOLIDATION,0.0,688,44
17535,10000,VENTURE,0.0,602,55
17536,1500,VENTURE,0.0,656,52
17537,15000,EDUCATION,18.64,672,63
17538,5000,PERSONAL,0.0,589,46
17539,17600,PERSONAL,0.0,609,12
17540,6300,VENTURE,0.0,624,32
17541,10000,EDUCATION,0.0,640,78
17542,7875,PERSONAL,0.0,565,29
17543,6000,MEDICAL,0.0,654,42
17544,5250,DEBTCONSOLIDATION,0.0,677,38
17545,20000,DEBTCONSOLIDATION,8.88,538,30
17546,20000,VENTURE,0.0,583,48
17547,10000,DEBTCONSOLIDATION,14.09,625,12
17548,5000,MEDICAL,14.96,596,26
17549,6025,EDUCATION,0.0,653,68
17550,11000,VENTURE,0.0,634,29
17551,1800,PERSONAL,0.0,598,23
17552,11000,DEBTCONSOLIDATION,0.0,613,42
17553,6000,VENTURE,0.0,677,55
17554,10000,VENTURE,0.0,651,34
17555,9950,VENTURE,0.0,658,35
17556,3800,EDUCATION,0.0,621,88
17557,7000,DEBTCONSOLIDATION,0.0,578,29
17558,2500,MEDICAL,12.84,711,43
17559,6700,MEDICAL,7.66,521,34
17560,10000,DEBTCONSOLIDATION,0.0,609,36
17561,10000,EDUCATION,0.0,665,103
17562,3000,MEDICAL,0.0,580,19
17563,8875,EDUCATION,10.0,573,88
17564,2000,DEBTCONSOLIDATION,0.0,618,23
17565,8800,EDUCATION,0.0,579,80
17566,4500,VENTURE,0.0,571,24
17567,20000,PERSONAL,0.0,582,16
17568,2000,VENTURE,0.0,673,31
17569,7500,MEDICAL,13.24,490,21
17570,2200,PERSONAL,11.01,656,12
17571,1000,EDUCATION,0.0,650,113
17572,17000,VENTURE,0.0,512,54
17573,12000,HOMEIMPROVEMENT,0.0,657,49
17574,6000,VENTURE,13.16,584,33
17575,12000,EDUCATION,0.0,637,98
17576,13250,MEDICAL,11.01,553,33
17577,6000,HOMEIMPROVEMENT,6.54,617,34
17578,8000,PERSONAL,0.0,608,23
17579,10000,HOMEIMPROVEMENT,0.0,652,55
17580,8575,VENTURE,0.0,603,39
17581,6000,PERSONAL,0.0,658,41
17582,5000,PERSONAL,0.0,615,19
17583,3600,MEDICAL,12.23,635,13
17584,3600,VENTURE,0.0,598,39
17585,25000,VENTURE,0.0,535,50
17586,4750,EDUCATION,12.73,632,82
17587,1000,VENTURE,0.0,550,50
17588,4700,EDUCATION,0.0,641,99
17589,8000,MEDICAL,0.0,709,45
17590,35000,PERSONAL,0.0,503,18
17591,9000,EDUCATION,0.0,705,45
17592,3200,EDUCATION,0.0,686,46
17593,6800,EDUCATION,10.65,678,108
17594,9000,VENTURE,0.0,616,60
17595,6000,EDUCATION,0.0,611,60
17596,12000,MEDICAL,11.01,672,16
17597,7500,VENTURE,0.0,566,45
17598,7000,DEBTCONSOLIDATION,0.0,574,41
17599,6000,DEBTCONSOLIDATION,0.0,670,32
17600,10000,VENTURE,0.0,610,48
17601,3000,DEBTCONSOLIDATION,7.9,645,57
17602,5000,VENTURE,0.0,630,42
17603,3200,VENTURE,8.49,631,57
17604,2000,HOMEIMPROVEMENT,0.0,647,55
17605,4000,PERSONAL,0.0,614,56
17606,7500,DEBTCONSOLIDATION,0.0,634,24
17607,4800,VENTURE,0.0,597,36
17608,3500,PERSONAL,0.0,687,23
17609,4000,EDUCATION,0.0,565,49
17610,15000,MEDICAL,16.49,706,28
17611,1200,MEDICAL,0.0,628,26
17612,17000,PERSONAL,10.38,636,27
17613,7000,PERSONAL,0.0,608,54
17614,4000,VENTURE,0.0,657,26
17615,4000,MEDICAL,0.0,638,38
17616,18000,EDUCATION,0.0,613,74
17617,20000,MEDICAL,14.74,476,37
17618,25000,MEDICAL,0.0,682,37
17619,5600,DEBTCONSOLIDATION,0.0,676,60
17620,3600,MEDICAL,15.62,626,16
17621,10000,DEBTCONSOLIDATION,0.0,678,59
17622,6200,PERSONAL,0.0,599,15
17623,9000,VENTURE,0.0,679,56
17624,8500,MEDICAL,0.0,610,31
17625,12000,MEDICAL,0.0,614,16
17626,13800,VENTURE,0.0,668,26
17627,5000,VENTURE,0.0,628,46
17628,7200,DEBTCONSOLIDATION,18.53,540,54
17629,6000,EDUCATION,0.0,654,94
17630,7000,DEBTCONSOLIDATION,11.49,630,59
17631,5000,EDUCATION,15.33,572,102
17632,16000,VENTURE,0.0,589,44
17633,16000,EDUCATION,0.0,712,42
17634,6800,EDUCATION,12.53,522,50
17635,10000,EDUCATION,13.79,625,41
17636,6000,VENTURE,0.0,577,39
17637,10000,PERSONAL,19.29,658,46
17638,5975,PERSONAL,14.46,657,35
17639,16000,VENTURE,0.0,625,24
17640,6000,DEBTCONSOLIDATION,0.0,710,31
17641,3000,VENTURE,0.0,575,59
17642,2000,MEDICAL,0.0,588,41
17643,1500,EDUCATION,0.0,545,94
17644,6500,MEDICAL,0.0,692,20
17645,14400,VENTURE,0.0,601,37
17646,10000,EDUCATION,0.0,675,75
17647,7000,EDUCATION,8.94,640,104
17648,5000,MEDICAL,0.0,619,37
17649,18250,EDUCATION,16.7,640,108
17650,4150,EDUCATION,0.0,700,41
17651,1000,EDUCATION,0.0,638,71
17652,10000,VENTURE,0.0,585,26
17653,12000,EDUCATION,0.0,609,100
17654,12000,VENTURE,5.42,635,35
17655,2000,MEDICAL,0.0,619,48
17656,12000,DEBTCONSOLIDATION,0.0,623,13
17657,2000,PERSONAL,0.0,585,56
17658,8500,DEBTCONSOLIDATION,0.0,662,50
17659,2500,DEBTCONSOLIDATION,0.0,636,57
17660,10000,PERSONAL,15.65,447,24
17661,11250,EDUCATION,0.0,640,62
17662,20000,DEBTCONSOLIDATION,16.7,693,21
17663,5000,EDUCATION,0.0,659,49
17664,25000,DEBTCONSOLIDATION,0.0,684,20
17665,11500,MEDICAL,0.0,569,40
17666,10000,EDUCATION,0.0,678,106
17667,7500,DEBTCONSOLIDATION,14.96,625,56
17668,15000,EDUCATION,0.0,587,114
